Journey_ID,Trip_ID,President,Origin_Country,Trip_Status,Start_Date,End_Date,Duration_Days,Destination_Country,Destination_Region,Destination_City,Visit_Category,Visit_Subtype,Sideline_Bilaterals,Counterpart_Event,Counterpart_Type,Trip_Objective,Source_Verification,Source_Reliability,Methodological_Notes,Tema_Foro,Verificacion_Status,MetHostHOGS,MetNonHostHOGS,NonHostHOGS_Name,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeader_Name
URU-JB-J012,12,Jorge Batlle,Uruguay,Completed,2003-08-25,2003-08-27,3,Puerto Rico,Caribbean,San Juan,Bilateral,Working Visit,NA,Gobierno del Estado Libre Asociado de Puerto Rico,Otro actor no estatal,Visita oficial a Puerto Rico; venia art.170 concedida el 21-ago-2003.,https://uy.vlex.com/vid/ciudad-educativa-san-ramon-899450907,High,"Fecha estimada; venia sin fecha exacta de salida. | Counterpart_Type 2026-07-27: reclasificado de 'Jefe de Estado/Gobierno' (default) a 'Otro actor no estatal'. La contraparte (Gobierno del Estado Libre Asociado de Puerto Rico) es una autoridad territorial subnacional de EEUU (gobernadora Sila Maria Calderon en 2003), no un jefe de Estado/Gobierno nacional soberano. La taxonomia cerrada de Counterpart_Type no contempla un valor especifico para contrapartes territoriales/subnacionales; se usa 'Otro actor no estatal' como categoria residual mas cercana, dejando constancia del matiz para eventual revision de la taxonomia.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-JB-J012,13,Jorge Batlle,Uruguay,Completed,2003-08-27,2003-08-28,2,United States,North America,Miami,Other,Working Visit,NA,Encuentro de empresarios uruguayos,NA,Encuentro de empresarios uruguayos en Florida (misma venia que Puerto Rico).,https://uy.vlex.com/vid/ciudad-educativa-san-ramon-899450907,High,Fecha estimada; leg de la gira con Puerto Rico.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-JB-J013,14,Jorge Batlle,Uruguay,Completed,2003-10-11,2003-10-12,2,Vatican City,Europe,Vatican City,Bilateral,State Visit,NA,Santa Sede (Juan Pablo II),Jefe de Estado/Gobierno,Visita oficial al Vaticano; venia art.170 a partir del 11-oct-2003.,https://uy.vlex.com/vid/servicio-retiro-pensiones-policiales-899398597,High,Fecha de leg estimada.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-JB-J013,15,Jorge Batlle,Uruguay,Completed,2003-10-13,2003-10-14,2,Italy,Europe,Rome,Bilateral,State Visit,NA,Gobierno de la Republica Italiana,Jefe de Estado/Gobierno,Visita oficial a Italia (misma venia).,https://uy.vlex.com/vid/servicio-retiro-pensiones-policiales-899398597,High,Fecha de leg estimada.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-JB-J013,16,Jorge Batlle,Uruguay,Completed,2003-10-15,2003-10-17,3,Angola,Africa,Luanda,Bilateral,State Visit,NA,Gobierno de la Republica de Angola,Jefe de Estado/Gobierno,Visita oficial a Angola (misma venia).,https://uy.vlex.com/vid/servicio-retiro-pensiones-policiales-899398597,High,Fecha de leg estimada.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-JB-J014,17,Jorge Batlle,Uruguay,Completed,2003-11-14,2003-11-15,2,Bolivia,South America,Santa Cruz de la Sierra,Multilateral,Regional Summit,TRUE,XIII Cumbre Iberoamericana,NA,Cumbre Iberoamericana; firmo TLC con Mexico (Fox) el 15-nov.,https://segib.org/es/xiii-cumbre-iberoamericana-inclusion-social-como-motor-del-desarrollo-de-la-region/,High,NA,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-JB-J015,18,Jorge Batlle,Uruguay,Completed,2004-01-12,2004-01-13,2,Mexico,North America,Monterrey,Multilateral,Regional Summit,NA,Cumbre Extraordinaria de las Américas,NA,Cumbre Extraordinaria (Declaracion de Nuevo Leon).,https://summit-americas.org/sas/Cumbres_previas_CumbreExtraordinaria.html,High,NA,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-JB-J016,19,Jorge Batlle,Uruguay,Completed,2004-02-02,2004-02-02,1,Spain,Europe,Madrid,Bilateral,Working Visit,NA,Congreso de los Diputados de Espania,Jefe de Estado/Gobierno,Visita a Espania y al Congreso de los Diputados.,https://www.congreso.es/es/cem/visituruguay2004,High,Fecha confirmada por fuente oficial primaria (Congreso de los Diputados).,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-JB-J017,20,Jorge Batlle,Uruguay,Completed,2004-04-27,2004-04-29,3,Democratic Republic of the Congo,Africa,Kinshasa,Bilateral,Working Visit,TRUE,Presidente Joseph Kabila / contingente MONUC,Jefe de Estado/Gobierno,Primer presidente uruguayo en visitar la RDC; visito los cascos azules de MONUC y firmo declaracion conjunta.,http://archivo.presidencia.gub.uy/noticias/archivo/2004/abril/2004042905.htm,High,"Fecha estimada ('fines de abril 2004'). | QA-R2 2026-07-22: Fecha corregida de 24-25/abr a 27-29/abr/2004 segun fuente oficial primaria (archivo.presidencia.gub.uy, comunicado conjunto fechado 'Kinshasa, 29 de abril de 2004'; nota confirma visita de trabajo de 48hs, delegacion partio a Johannesburgo el 29 y hacia Uruguay el 30-abr). Fuente reemplazada de Wikipedia (secundaria) a articulo oficial primario (High).",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-JB-J018,21,Jorge Batlle,Uruguay,Completed,2004-09-22,2004-09-23,2,United States,North America,New York,Multilateral,Global Forum,NA,59º período AGNU,NA,Intervencion presidencial en el debate general (23-sep-2004).,http://undocs.org/en/A/59/PV.8,High,NA,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-JB-J019,22,Jorge Batlle,Uruguay,Completed,2004-11-18,2004-11-20,3,Costa Rica,Central America,San José,Multilateral,Regional Summit,NA,XIV Cumbre Iberoamericana,NA,Cumbre Iberoamericana (creacion de la SEGIB); venia a partir del 17-nov.,https://uy.vlex.com/vid/900245683,High,Cumbre los dias 19-20 nov.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-JB-J020,23,Jorge Batlle,Uruguay,Completed,2004-12-16,2004-12-17,2,Brazil,South America,Ouro Preto,Multilateral,Regional Summit,NA,XXVII Cumbre del MERCOSUR (CMC),NA,Cumbre semestral; venia a partir del 15-dic-2004.,https://uy.vlex.com/vid/900245683,High,NA,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J001,24,Tabaré Vázquez,Uruguay,Completed,2005-03-31,2005-04-01,2,Brazil,South America,Brasilia,Bilateral,Working Visit,NA,Lula da Silva,Jefe de Estado/Gobierno,Primer viaje oficial del mandato; relanzar la relacion estrategica con Brasil.,http://archivo.presidencia.gub.uy/_web/noticias/2005/03/2005032903.htm,High,"CORREGIDO 2026-07-22 (auditoria de segunda opinion): la propia fuente citada (archivo.presidencia.gub.uy, publicada 29/03/05) describe el itinerario real: partida jueves 31-mar 18hs, llegada a Brasilia esa noche, reunion con Lula el viernes 1-abr, regreso esa misma noche. Fechas corregidas de 29-30/3 a 31/3-1/4/2005. Ya no es fecha estimada.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J002,25,Tabaré Vázquez,Uruguay,Completed,2005-09-18,2005-09-20,3,Colombia,South America,Cartagena,Bilateral,State Visit,NA,Álvaro Uribe,Jefe de Estado/Gobierno,Profundizar el intercambio comercial; recibio el Gran Collar de la Orden de San Carlos el 19-sep-2005.,https://archivo.presidencia.gub.uy/_web/noticias/2005/09/2005091909.htm,High,Fechas inicio/fin estimadas.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J003,26,Tabaré Vázquez,Uruguay,Completed,2005-10-13,2005-10-15,3,Spain,Europe,Salamanca,Multilateral,Regional Summit,NA,XV Cumbre Iberoamericana,NA,Participar en la XV Cumbre Iberoamericana de Jefes de Estado.,https://legislativo.parlamento.gub.uy:443/temporales/20051005S0049_SSN4156794.html,High,Venia art.170 (salida 12-oct-2005) cubre la gira europea.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J003,27,Tabaré Vázquez,Uruguay,Completed,2005-10-16,2005-10-17,2,Germany,Europe,Berlin,Bilateral,State Visit,NA,Gobierno de Alemania,Jefe de Estado/Gobierno,Visita oficial dentro de la gira europea autorizada por venia.,https://legislativo.parlamento.gub.uy:443/temporales/20051005S0049_SSN4156794.html,Low,"QA 2026-07-22 (auditoria de segunda opinion): la URL citada (legislativo.parlamento.gub.uy) resulto irrecuperable en multiples intentos (directo, sin query params, Wayback). No se hallo corroboracion alternativa especifica de una visita a Berlin el 16-oct-2005 (si esta confirmada la Cumbre Iberoamericana de Salamanca 14-15/oct/2005, lo que hace plausible una escala posterior, pero sin verificar). Fila conservada como candidata plausible (parte de la gira europea de oct-2005) pero degradada a No-verificable/Low hasta encontrar fuente que la confirme directamente.",NA,No-verificable,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J003,28,Tabaré Vázquez,Uruguay,Completed,2005-10-18,2005-10-19,2,Italy,Europe,Rome,Bilateral,State Visit,NA,Gobierno de Italia,Jefe de Estado/Gobierno,Visita oficial dentro de la gira europea autorizada por venia.,https://legislativo.parlamento.gub.uy:443/temporales/20051005S0049_SSN4156794.html,Medium,Ciudad y fechas estimadas; venia menciona destino.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J003,29,Tabaré Vázquez,Uruguay,Completed,2005-10-20,2005-10-22,3,France,Europe,Paris,Bilateral,State Visit,NA,Gobierno de Francia,Jefe de Estado/Gobierno,Visita oficial dentro de la gira europea autorizada por venia.,https://legislativo.parlamento.gub.uy:443/temporales/20051005S0049_SSN4156794.html,Medium,Ciudad y fechas estimadas; venia menciona destino.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J004,30,Tabaré Vázquez,Uruguay,Completed,2005-11-04,2005-11-05,2,Argentina,South America,Mar del Plata,Multilateral,Regional Summit,NA,IV Cumbre de las Américas,NA,IV Cumbre de las Americas; rechazo al ALCA junto al MERCOSUR.,https://summit-americas.org/sas/Cumbres_previas_IVCumbre.html,High,NA,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J005,31,Tabaré Vázquez,Uruguay,Completed,2006-04-26,2006-04-28,3,Mexico,North America,Mexico City,Bilateral,Working Visit,NA,Vicente Fox,Jefe de Estado/Gobierno,Atraer inversiones y comercio; declaraciones sobre la inviabilidad del ALCA.,https://www.infobae.com/2006/05/04/253240-bush-y-tabare-acuerdan-intensificar-la-relacion-comercial-sus-paises/,Medium,Fechas estimadas (fines de abril 2006).,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J006,32,Tabaré Vázquez,Uruguay,Completed,2006-05-03,2006-05-04,2,United States,North America,Washington,Bilateral,Working Visit,TRUE,George W. Bush,Jefe de Estado/Gobierno,Reunion en la Casa Blanca el 4-may-2006; ampliar comercio (TIFA) y plantear el conflicto de las pasteras.,https://www.infobae.com/2006/05/04/253240-bush-y-tabare-acuerdan-intensificar-la-relacion-comercial-sus-paises/,High,Reunion con Bush confirmada 4-may-2006.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J007,33,Tabaré Vázquez,Uruguay,Completed,2006-05-11,2006-05-13,3,Austria,Europe,Vienna,Multilateral,Regional Summit,NA,IV Cumbre UE-ALC,NA,Cumbre UE-America Latina y Caribe.,https://www.infobae.com/2006/05/04/253240-bush-y-tabare-acuerdan-intensificar-la-relacion-comercial-sus-paises/,Medium,"QA-R2 2026-07-22: Fuente reemplazada (la anterior, nota sobre protesta de E. Carrozzo, solo mencionaba la cumbre tangencialmente). Nueva fuente (Infobae 4-may-2006) cita directamente a Vazquez confirmando su proximo viaje a Viena para la Cumbre UE-ALC 'los proximos 12 y 13 de mayo', corroborado ademas por fuente independiente (Infobae Teleshow) que fecha la cumbre 'Viena, Austria, 12 de mayo de 2006'. Fechas de estancia (11-13 mayo) se mantienen (11-mayo probable arribo, previo a la cumbre 12-13); ya no es FUENTE-DEBIL.",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J008,34,Tabaré Vázquez,Uruguay,Completed,2006-07-20,2006-07-21,2,Argentina,South America,Córdoba,Multilateral,Regional Summit,NA,XXX Cumbre MERCOSUR,NA,Cumbre MERCOSUR; ingreso de Venezuela como miembro pleno.,https://www.cancilleria.gob.ar/es/actualidad/comunicados/cumbre-de-presidentes-del-mercosur-en-cordoba,High,NA,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J009,35,Tabaré Vázquez,Uruguay,Completed,2007-05-01,2007-05-04,4,Qatar,Middle East,Doha,Bilateral,State Visit,NA,Emir de Qatar,Jefe de Estado/Gobierno,Visita de Estado; recibio la Orden del Merito el 2-may-2007.,https://www.lr21.com.uy/politica/256412-vazquez-condecorado-por-principe-heredero-de-qatar,Medium,"Fechas de arribo/salida estimadas. QA-R3 2026-07-26: End_Date corregida a 04-may-2007 (era 03-may); la propia fuente (LR21, publicada 03-may-2007) declara en tiempo presente 'Hoy culmina la gira...' y que 'el mandatario y su comitiva oficial partiran manana [04-may] a la hora 12:50 rumbo a Madrid'. Duration_Days ajustada a 4 (01 al 04-may).",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J010,36,Tabaré Vázquez,Uruguay,Completed,2007-06-28,2007-06-29,2,Paraguay,South America,Asunción,Multilateral,Regional Summit,NA,Cumbre MERCOSUR,NA,Cumbre MERCOSUR; Uruguay asume la PPT del FCCP.,http://archivo.presidencia.gub.uy/_web/audionet/2007/06/06_2007.htm,Medium,Fechas estimadas.,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J011,37,Tabaré Vázquez,Uruguay,Completed,2007-09-18,2007-09-20,3,Spain,Europe,Madrid,Bilateral,Working Visit,NA,Congreso de los Diputados,Jefe de Estado/Gobierno,Visita oficial a Espania; discurso en el Congreso el 19-sep-2007.,https://www.congreso.es/en/cem/visituruguay2007,High,Fechas inicio/fin estimadas.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J012,38,Tabaré Vázquez,Uruguay,Completed,2007-11-08,2007-11-10,3,Chile,South America,Santiago,Multilateral,Regional Summit,NA,XVII Cumbre Iberoamericana,NA,XVII Cumbre Iberoamericana (cohesion social).,https://segib.org/?document=discurso-del-presidente-de-uruguay-tabare-vazquez,High,Asistio en persona.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J013,39,Tabaré Vázquez,Uruguay,Completed,2008-06-15,2008-06-17,3,Panama,Central America,Panama City,Bilateral,State Visit,NA,Martín Torrijos,Jefe de Estado/Gobierno,Visita de Estado; recibio la Orden Omar Torrijos el 16-jun-2008.,https://web.archive.org/web/20131024003757/http://archivo.presidencia.gub.uy/_Web/noticias/2008/06/2008061607.htm,High,"Parte de la gira Panama-Cuba-Mexico (jun 2008). QA-R3 2026-07-26: Start_Date corregida a 15-jun-2008 (era 16-jun, que correspondia solo al segundo dia de la visita). La Prensa Panama (16-jun-2008, https://www.prensa.com/locales/Vazquez-reunio-Torrijos_0_2316518535.html): 'Vasquez llego el domingo [15-jun] a la capital panamena como parte de una visita oficial de tres dias'. Duration_Days ajustada a 3 (15 al 17-jun).",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J013,40,Tabaré Vázquez,Uruguay,Completed,2008-06-18,2008-06-20,3,Cuba,Caribbean,Havana,Bilateral,State Visit,TRUE,Raúl Castro,Jefe de Estado/Gobierno,Visita con amplia delegacion ministerial; cumbre con Raul Castro.,https://en.mercopress.com/2009/01/05/cuba-s-raul-castro-scheduled-to-visit-uruguay-this-year,High,Fechas estimadas; se reunio dos veces con Raul Castro.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J013,41,Tabaré Vázquez,Uruguay,Completed,2008-06-21,2008-06-22,2,Mexico,North America,Mexico City,Bilateral,Working Visit,NA,Felipe Calderón,Jefe de Estado/Gobierno,Tramo mexicano de la gira de junio 2008.,http://archivo.presidencia.gub.uy/_web/MEM_2008/MRREE.pdf,Medium,"Fechas estimadas; MEM cita gira 'Panama, Cuba y Mexico'.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J014,42,Tabaré Vázquez,Uruguay,Completed,2008-09-01,2008-09-03,3,South Korea,Asia-Pacific,Seoul,Bilateral,State Visit,NA,Lee Myung-bak,Jefe de Estado/Gobierno,Primera visita de Estado de un presidente uruguayo a Corea del Sur.,https://ury.mofa.go.kr/uy-es/brd/m_6507/view.do?seq=659079,Medium,Mes confirmado (set 2008) por la Embajada de Corea; dias exactos estimados.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J014,43,Tabaré Vázquez,Uruguay,Completed,2008-09-01,NA,NA,New Zealand,Asia-Pacific,Wellington,Bilateral,State Visit,NA,Helen Clark,Jefe de Estado/Gobierno,Primer presidente uruguayo en visitar Nueva Zelanda.,Search Query: Tabare Vazquez visita Nueva Zelanda Helen Clark 2008,Low,Hecho confirmado; sin fuente institucional para la fecha exacta; agrupada tentativamente con la gira asiatica 2008. Verificacion No-verificable.,NA,No-verificable,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J015,44,Tabaré Vázquez,Uruguay,Completed,2008-12-15,2008-12-17,3,Brazil,South America,Salvador,Multilateral,Regional Summit,NA,Cumbre MERCOSUR/UNASUR/CALC,NA,Cumbre MERCOSUR y UNASUR en Salvador de Bahia; I Cumbre America Latina y Caribe.,https://legislativo.parlamento.gub.uy:443/temporales/20081209S0063_SSN5083377.html,High,Venia art.170 (salida 15-dic-2008).,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J015,45,Tabaré Vázquez,Uruguay,Completed,2008-12-19,2008-12-21,3,Saudi Arabia,Middle East,Riyadh,Bilateral,State Visit,NA,Rey de Arabia Saudita,Jefe de Estado/Gobierno,Visita oficial a Arabia Saudita desde el 19-dic-2008.,https://legislativo.parlamento.gub.uy:443/temporales/20081209S0063_SSN5083377.html,High,Venia art.170 menciona destino; fecha fin estimada.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J016,46,Tabaré Vázquez,Uruguay,Completed,2009-03-10,2009-03-10,1,Brazil,South America,Brasilia,Bilateral,Working Visit,NA,Lula da Silva,Jefe de Estado/Gobierno,"Firma de acuerdos (servicios aereos, interconexion electrica, ensenianza del portugues).",http://archivo.presidencia.gub.uy/_web/MEM_2009/MRREE.pdf,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J017,47,Tabaré Vázquez,Uruguay,Completed,2009-03-19,2009-03-23,5,China,Asia-Pacific,Beijing,Bilateral,State Visit,NA,Hu Jintao,Jefe de Estado/Gobierno,Visita de Estado; firma de acuerdos economico-comerciales y de cooperacion.,http://archivo.presidencia.gub.uy/_web/MEM_2009/MRREE.pdf,High,Discrepancia: MEM lista tambien '21 al 26 de marzo' para la gira comercial.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J018,48,Tabaré Vázquez,Uruguay,Completed,2009-04-23,2009-04-24,2,Costa Rica,Central America,San José,Bilateral,Working Visit,NA,Óscar Arias,Jefe de Estado/Gobierno,Visita presidencial bilateral.,http://archivo.presidencia.gub.uy/_web/MEM_2009/MRREE.pdf,Medium,MEM (DIPCI) lista como visita presidencial.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J019,49,Tabaré Vázquez,Uruguay,Completed,2009-05-05,2009-05-06,2,Iran,Middle East,Tehran,Bilateral,State Visit,NA,Mahmud Ahmadineyad,Jefe de Estado/Gobierno,Visita presidencial; agenda economico-comercial.,http://archivo.presidencia.gub.uy/_web/MEM_2009/MRREE.pdf,Medium,MEM (DIPCI): 'Visita Presidencial a Iran el 5 y 6 de mayo'.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J020,50,Tabaré Vázquez,Uruguay,Completed,2009-07-24,2009-07-24,1,Paraguay,South America,Asunción,Multilateral,Regional Summit,NA,Cumbre MERCOSUR,NA,Cumbre de presidentes del MERCOSUR (PPT Paraguay).,http://archivo.presidencia.gub.uy/_web/MEM_2009/MRREE.pdf,Medium,Fecha estimada de la cumbre presidencial (jul-2009).,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J021,51,Tabaré Vázquez,Uruguay,Completed,2009-08-28,2009-08-28,1,Argentina,South America,San Carlos de Bariloche,Multilateral,Regional Summit,NA,UNASUR (reunion extraordinaria),NA,Reunion extraordinaria de UNASUR sobre bases militares y zona de paz.,http://archivo.presidencia.gub.uy/_web/MEM_2009/MRREE.pdf,High,MEM 2009: asistio el presidente Vazquez.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
URU-TV1-J022,52,Tabaré Vázquez,Uruguay,Completed,2009-09-12,2009-09-18,7,United States,North America,New York,Multilateral,Global Forum,NA,64ª Asamblea General ONU,NA,Participacion en el 64º periodo de sesiones de la AGNU.,http://archivo.presidencia.gub.uy/_web/MEM_2009/MRREE.pdf,High,MEM (DIPCI): 'Estados Unidos (12 al 18 de setiembre)'.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
