Journey_ID,Trip_ID,President,Origin_Country,Trip_Status,Start_Date,End_Date,Duration_Days,Destination_Country,Destination_Region,Destination_City,Visit_Category,Visit_Subtype,Sideline_Bilaterals,Counterpart_Event,Counterpart_Type,Trip_Objective,Source_Verification,Source_Reliability,Methodological_Notes,Tema_Foro,Verificacion_Status,MetHostHOGS,MetNonHostHOGS,NonHostHOGS_Name,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeader_Name
PRY-NDF-J010,22,Nicanor Duarte Frutos,Paraguay,Completed,2005-12-08,2005-12-09,2,Uruguay,South America,Montevideo,Multilateral,Regional Summit,NA,Cumbre del MERCOSUR (ingreso de Venezuela),NA,Cumbre semestral del MERCOSUR; firma del Acuerdo Marco de adhesion de Venezuela (8-dic-2005).,Search Query: cumbre Mercosur Montevideo diciembre 2005 ingreso Venezuela presidentes,Medium,"Fecha del evento confirmada (8-9 dic 2005, El Colombiano/IMPO Uruguay); asistencia nominal de Duarte Frutos no confirmada con URL primaria propia.",Comercio/Integración Económica,Solo-Query,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-NDF-J011,23,Nicanor Duarte Frutos,Paraguay,Completed,2006-07-20,2006-07-21,2,Argentina,South America,Córdoba,Multilateral,Regional Summit,NA,XXX Cumbre del MERCOSUR,NA,Cumbre del MERCOSUR (Cordoba); primera cumbre tras el ingreso de Venezuela al bloque.,Search Query: cumbre Mercosur Córdoba julio 2006 fecha presidentes,High,"Fuente de prensa nombra explicitamente a los presidentes de Argentina, Brasil, Paraguay (Nicanor Duarte Frutos), Uruguay y Venezuela como asistentes el 21-jul-2006.",Comercio/Integración Económica,Solo-Query,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-NDF-J012,24,Nicanor Duarte Frutos,Paraguay,Completed,2006-11-03,2006-11-05,3,Uruguay,South America,Montevideo,Multilateral,Regional Summit,NA,XVI Cumbre Iberoamericana,NA,XVI Cumbre Iberoamericana (Montevideo); lema 'migracion y desarrollo'.,https://segib.org/?summit=xvi-cumbre-iberoamericana-montevideo-2006,Medium,NA,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-NDF-J013,25,Nicanor Duarte Frutos,Paraguay,Completed,2006-12-08,2006-12-09,2,Bolivia,South America,Cochabamba,Multilateral,Regional Summit,NA,II Cumbre de la Comunidad Sudamericana de Naciones,NA,Cumbre de la Comunidad Sudamericana de Naciones (Cochabamba); camino hacia UNASUR.,https://www.sciencespo.fr/opalc/sites/sciencespo.fr.opalc/files/Declaracion_de_Cochabamba_2006.pdf,Medium,Declaracion de Cochabamba firmada por los presidentes de la CSN incl. Paraguay; misma fuente primaria usada para el modulo de Chile (Bachelet) en este proyecto.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-NDF-J014,26,Nicanor Duarte Frutos,Paraguay,Completed,2006-12-01,2006-12-01,1,Brazil,South America,Brasília,Multilateral,Regional Summit,NA,"Cumbre del MERCOSUR (Brasília, segundo semestre 2006)",NA,Cumbre semestral del MERCOSUR bajo presidencia pro tempore de Brasil.,Search Query: cumbre Mercosur Brasilia diciembre 2006 fecha XXXI,Low,Fecha estimada (usar YYYY-MM-01); no se confirmo fecha exacta ni asistencia nominal con fuente primaria.,Comercio/Integración Económica,Solo-Query,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-NDF-J015,27,Nicanor Duarte Frutos,Paraguay,Completed,2007-04-16,2007-04-17,2,Venezuela,South America,Isla Margarita,Multilateral,Regional Summit,NA,I Cumbre Energética Suramericana,NA,I Cumbre Energetica Suramericana; firma de la Declaracion de Margarita y acuerdo de crear la UNASUR.,https://es.wikipedia.org/wiki/Cumbre_Energ%C3%A9tica_Suramericana,Medium,"Fuente SELA confirma la presencia de los jefes de Estado sudamericanos, Paraguay incluido, en la firma de la Declaracion de Margarita (16-17 abr 2007).",Energía,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-NDF-J016,28,Nicanor Duarte Frutos,Paraguay,Completed,2007-11-08,2007-11-10,3,Chile,South America,Santiago,Multilateral,Regional Summit,NA,XVII Cumbre Iberoamericana,NA,XVII Cumbre Iberoamericana (Santiago); lema 'cohesion social y politicas sociales'.,https://segib.org/?summit=xvii-cumbre-iberoamericana-santiago-de-chile-2007,Medium,NA,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-NDF-J017,29,Nicanor Duarte Frutos,Paraguay,Completed,2007-12-18,2007-12-18,1,Uruguay,South America,Montevideo,Multilateral,Regional Summit,NA,XXXIV Cumbre del MERCOSUR,NA,Cumbre semestral del MERCOSUR (Montevideo); transferencia de la presidencia pro tempore.,Search Query: cumbre Mercosur Montevideo 18 diciembre 2007 XXXIV,Medium,"Multiples fuentes confirman la fecha (18-dic-2007, Diario de Cuyo); asistencia nominal de Duarte Frutos no confirmada con URL primaria propia pero coherente con su rol de miembro pleno del bloque.",Comercio/Integración Económica,Solo-Query,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-NDF-J018,30,Nicanor Duarte Frutos,Paraguay,Completed,2007-10-08,2007-10-11,4,Taiwan,Asia-Pacific,Taipei,Bilateral,State Visit,NA,Presidente Chen Shui-bian,Jefe de Estado/Gobierno,Visita de Estado; 50º aniversario de relaciones Paraguay-Taiwan; celebracion del Dia Nacional (10-oct) y cumpleanos presidencial (11-oct).,https://english.president.gov.tw/NEWS/2804,High,Taiwan no figura en REGION_MAP de schema.py; se asigno manualmente 'Asia-Pacific' (coherente con el criterio del proyecto para Asia-Pacifico/Oceania). PENDIENTE: agregar 'Taiwan':'Asia-Pacific' a REGION_MAP antes de integrar. Se confirmo ademas por Taipei Times (9-oct-2007) que la visita incluyo la celebracion del Doble Diez.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-NDF-J019,31,Nicanor Duarte Frutos,Paraguay,Completed,2007-12-09,2007-12-10,2,Argentina,South America,Buenos Aires,Multilateral,Inauguration/Funeral,NA,Asunción de Cristina Fernández de Kirchner / Firma del Acta Fundacional del Banco del Sur,NA,Asistencia a la toma de posesión de Cristina Fernández de Kirchner junto a otros jefes de Estado sudamericanos; el día previo (9-dic) participó de la firma del Acta Fundacional del Banco del Sur en la Casa Rosada.,https://www.cfkargentina.com/asuncion-de-cristina-kirchner-10-de-diciembre-de-2007/,High,"Discurso oficial de CFK (fuente primaria de su sitio oficial) menciona explícitamente al 'Presidente de Paraguay' entre los mandatarios sudamericanos que firmaron el Acta Fundacional del Banco del Sur el 9-dic-2007, la víspera de la asunción; Duarte Frutos era presidente de Paraguay en ese momento (mandato 2003-2008).",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-NDF-J020,32,Nicanor Duarte Frutos,Paraguay,Completed,2008-03-07,2008-03-07,1,Dominican Republic,Caribbean,Santo Domingo,Multilateral,Regional Summit,NA,XX Cumbre del Grupo de Río,NA,"Cumbre extraordinaria del Grupo de Río convocada por la crisis diplomática entre Colombia, Ecuador y Venezuela tras el ataque colombiano a un campamento de las FARC en territorio ecuatoriano (1-mar-2008); mediación regional exitosa.",Search Query: Duarte Frutos Cumbre Grupo de Río Santo Domingo marzo 2008 Paraguay asistencia,Low,"Cumbre y fecha (7-mar-2008) ampliamente documentadas (Wikipedia ES, SELA, Wikisource); las fuentes consultadas detallan las intervenciones de Correa, Uribe, Chávez, Kirchner, Bachelet, Calderón y Ortega pero no nombran explícitamente a Duarte Frutos. Se incluye por la membresía plena de Paraguay en el Grupo de Río (mismo criterio metodológico usado en otras filas Low de este módulo para cumbres MERCOSUR); no se halló URL primaria que confirme ni descarte su asistencia personal.",Cooperación Política General,Solo-Query,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-NDF-J021,33,Nicanor Duarte Frutos,Paraguay,Completed,2008-06-30,2008-07-01,2,Argentina,South America,San Miguel de Tucumán,Multilateral,Regional Summit,NA,XXXV Cumbre del MERCOSUR,NA,Última cumbre semestral del MERCOSUR de Duarte Frutos como presidente; Cristina Fernández de Kirchner transfirió la presidencia pro tempore del bloque a Lula da Silva.,https://mercociudades.org/xxxv-cumbre-del-mercosur-en-la-ciudad-de-san-miguel-de-tucuman-2/,Medium,"Fuente (Mercociudades, 25-jun-2008) confirma que participarán 'las máximas autoridades' de Argentina, Brasil, Paraguay y Uruguay como socios plenos, y fija fecha/sede (30-jun/1-jul-2008, San Miguel de Tucumán); un resumen agregado de búsqueda adicional nombra explícitamente a 'Paraguay (Nicanor Duarte Frutos)' entre los presidentes asistentes, dato no verificado de forma independiente contra una URL primaria única.",Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-FL-J001,34,Fernando Lugo,Paraguay,Completed,2008-09-15,2008-09-15,1,Chile,South America,Santiago,Multilateral,Regional Summit,NA,Cumbre Extraordinaria de UNASUR (crisis boliviana),NA,Cumbre extraordinaria convocada por la crisis politica en Bolivia (Evo Morales); respaldo regional a la democracia.,https://es.wikipedia.org/wiki/I_Cumbre_de_Unasur,Medium,Primera cumbre de UNASUR de Lugo como presidente (asumio el 15-ago-2008); duracion estimada en 1 dia.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-FL-J002,35,Fernando Lugo,Paraguay,Completed,2008-09-23,2008-09-24,2,United States,North America,New York,Multilateral,Global Forum,NA,63º período de sesiones de la Asamblea General de la ONU,NA,Primer discurso ante la AGNU tras asumir la presidencia; presentacion de su programa de gobierno.,https://www.democracynow.org/es/2008/9/24/exclusiva_entrevista_con_el_presidente_paraguayo,Low,Evidencia indirecta: entrevista de Democracy Now fechada 24-sep-2008 realizada durante la semana de apertura de la 63 AGNU; no se hallo el discurso oficial de Lugo en el repositorio de la ONU. Incluido en el listado de destinos 2008 (EE.UU.) segun Ultima Hora 26-jul-2012.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-FL-J003,36,Fernando Lugo,Paraguay,Completed,2008-10-29,2008-10-31,3,El Salvador,Central America,San Salvador,Multilateral,Regional Summit,NA,XVIII Cumbre Iberoamericana de Jefes de Estado y de Gobierno,NA,Cumbre Iberoamericana 'Juventud y desarrollo'; primera participacion de Lugo en el foro iberoamericano.,https://segib.org/?summit=xviii-cumbre-iberoamericana-san-salvador-2008,Medium,"Fuente oficial SEGIB confirma la cumbre y las fechas; asistencia de Paraguay inferida de su membresia plena, sin nota de prensa especifica hallada que confirme la presencia fisica de Lugo.",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-FL-J004,37,Fernando Lugo,Paraguay,Completed,2008-12-16,2008-12-17,2,Brazil,South America,Costa do Sauípe (Bahía),Multilateral,Regional Summit,NA,III Cumbre de UNASUR / I Cumbre CALC / Cumbre del Grupo de Río / Cumbre del MERCOSUR (Costa do Sauípe),NA,Triple cumbre presidencial sudamericana; creacion del Consejo de Defensa Suramericano (CDS) de UNASUR.,https://en.wikipedia.org/wiki/I_Latin_American_and_Caribbean_Summit_on_Integration_and_Development,Medium,"Evento primario clasificado como III Cumbre de UNASUR (regla de evento primario, CODEBOOK 5.7); coincidio en fecha y sede con la I CALC, el Grupo de Rio y el Mercosur. Paraguay entre los 32 estados participantes de la CALC.",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-FL-J005,38,Fernando Lugo,Paraguay,Completed,NA,NA,NA,Mexico,North America,NA,Bilateral,Working Visit,NA,Visita oficial a México (agenda no determinada),Jefe de Estado/Gobierno,Viaje oficial a Mexico durante 2008 (mes exacto no determinado); mencionado entre los destinos del primer año de mandato.,https://www.ultimahora.com/lugo-gasto-mas-g-7-mil-millones-sus-viajes-su-mandato-n547966,Low,"Fecha y agenda especifica no determinadas; el articulo de Ultima Hora (26-jul-2012, balance de gastos de viaje) lista a Mexico entre los destinos de 2008 sin precisar fecha ni motivo. Contraparte asumida por defecto (Felipe Calderon, presidente de Mexico en 2008); pendiente de verificacion con fuente primaria.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-FL-J006,39,Fernando Lugo,Paraguay,Completed,NA,NA,NA,Colombia,South America,NA,Bilateral,Working Visit,NA,Visita oficial a Colombia (agenda no determinada),Jefe de Estado/Gobierno,Viaje oficial a Colombia durante 2008 (mes exacto no determinado); mencionado entre los destinos del primer año de mandato.,https://www.ultimahora.com/lugo-gasto-mas-g-7-mil-millones-sus-viajes-su-mandato-n547966,Low,"Fecha y agenda especifica no determinadas; el articulo de Ultima Hora lista a Colombia entre los destinos de 2008 sin precisar fecha ni motivo. Contraparte asumida por defecto (Alvaro Uribe, presidente de Colombia en 2008); pendiente de verificacion con fuente primaria.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-FL-J007,40,Fernando Lugo,Paraguay,Completed,2009-03-30,2009-03-31,2,Qatar,Middle East,Doha,Multilateral,Regional Summit,NA,II Cumbre América del Sur-Países Árabes (ASPA),NA,"Cumbre birregional ASPA; participaron 12 paises de UNASUR y 22 de la Liga Arabe, en contexto de crisis economica internacional.",https://www.ultimahora.com/lugo-pone-sus-pies-qatar-un-pequeno-pero-rico-emirato-arabe-n208964,High,"Articulo especifico de Ultima Hora sobre la llegada de Lugo a Doha, con detalle de la comitiva (canciller Hamed, asesor Codas, jefa de Protocolo Roig, medico Martinez, jefe de seguridad Segovia). Cumbre oficial el 31-mar-2009 (Wikipedia ES); duracion estimada con llegada el dia previo.",Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-FL-J008,41,Fernando Lugo,Paraguay,Completed,2009-04-17,2009-04-19,3,Trinidad and Tobago,Caribbean,Port of Spain,Multilateral,Regional Summit,NA,V Cumbre de las Américas,NA,Cumbre hemisferica 'Asegurar el futuro de nuestros ciudadanos'; debut de Barack Obama en la region; participaron los 34 paises miembros de la OEA.,https://es.wikipedia.org/wiki/V_Cumbre_de_las_Am%C3%A9ricas,Medium,Fuente confirma la cumbre y la asistencia de los 34 jefes de Estado miembros de la OEA (Paraguay incluido); no se hallo nota de prensa especifica sobre Lugo en particular.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY-FL-J009,42,Fernando Lugo,Paraguay,Completed,2009-07-05,2009-07-05,1,El Salvador,Central America,San Salvador,Multilateral,Regional Summit,NA,Reunión de presidentes sudamericanos en solidaridad con Manuel Zelaya (crisis institucional de Honduras),NA,"Reunion con Cristina Fernandez de Kirchner y Rafael Correa en San Salvador, en el marco de la crisis politica de Honduras tras el golpe de Estado contra Zelaya.",https://www.diariodecuyo.com.ar/noticias/cristina-viaja-rumbo-a-el-salvador-y-zelaya-a-tegucigalpa-962795.html,Low,Fecha estimada (5-jul-2009) en base al articulo citado; menciona a Lugo entre los presidentes que viajaron a El Salvador junto a Correa y Fernandez de Kirchner tras la Asamblea extraordinaria de la OEA en Washington sobre Honduras. No se hallo nota de prensa paraguaya especifica con mayor detalle.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
